,Title,Author,Average Rating,#Pages,Ratings Count,Publication Date,Language Code,Average Ranking,Log Reg Predicted Rating,Log Reg Ranking,Lin Reg Predicted Rating,Lin Reg Ranking,KNN Reg Predicted Rating,KNN Reg Ranking,KNN Class Predicted Rating,KNN Class Ranking
4338,A Midwife's Story,Sheryl Feldman/Penny Armstrong,4.07,194,1473,4/1/2007,eng,5388.0,4,3635.0,3.0725565219975755,3867.0,2.8,4431.0,0,9619.0
5846,The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,3.93,0,41,8/28/2007,en-US,5388.25,4,4842.0,2.976986411769064,6122.0,2.8,5303.0,3,5286.0
5415,Les Mandarins: Tome 2,Simone de Beauvoir,4.2,500,98,6/9/1972,fre,5390.0,4,4500.0,3.1613001957811937,2145.0,2.8,5046.0,0,9869.0
5286,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,301,451,8/1/2002,spa,5391.25,4,4391.0,3.1476473228914057,2374.0,2.8,4965.0,0,9835.0
1969,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,3.78,235,208669,2/6/2003,eng,5391.75,4,1697.0,2.874589865095658,8208.0,2.6,8583.0,3,3079.0
2396,Desert Dawn,Waris Dirie/Jeanne D'Haem,3.83,240,2011,6/1/2004,en-GB,5392.25,4,2053.0,2.9087220473201265,7536.0,2.6,8676.0,3,3304.0
6386,The Abduction (Kidnapped  #1),Gordon Korman,3.99,144,3306,5/1/2006,eng,5392.75,4,5241.0,3.017945030438426,5148.0,2.8,5554.0,3,5628.0
6555,World's End,T. Coraghessan Boyle,4.01,480,3270,7/20/1990,eng,5393.25,4,5385.0,3.0315979033282128,4805.0,2.8,5653.0,3,5730.0
5350,The Tale of the Flopsy Bunnies,Beatrix Potter,4.19,58,5209,3/7/2002,eng,5393.75,4,4450.0,3.1544737593363,2251.0,2.8,5018.0,0,9856.0
5208,Virginia Woolf: A Biography,Quentin Bell,4.17,576,2583,3/20/1974,eng,5394.0,4,4328.0,3.1408208864465124,2507.0,2.8,4922.0,0,9819.0
2399,L'Aube du désert,Waris Dirie/Jeanne d' Haem,3.83,288,1,11/1/2002,fre,5394.25,4,2056.0,2.9087220473201265,7537.0,2.6,8678.0,3,3306.0
6635,My Wicked  Wicked Ways,Errol Flynn/Jeffrey Meyers,4.02,438,1583,2/25/2005,eng,5394.5,4,5439.0,3.0384243397731066,4665.0,2.8,5691.0,3,5783.0
4050,Chekhov's Doctors: A Collection of Chekhov's Medical Tales (Literature & Medicine 5),Anton Chekhov/Jack Coulehan/Robert Coles,4.04,228,51,9/28/2003,en-GB,5394.75,4,3419.0,3.052077212662894,4309.0,2.8,4291.0,0,9560.0
2732,Clockwork (Cover to Cover),Philip Pullman,3.8699999999999997,0,24,7/29/2002,eng,5395.5,4,2304.0,2.936027793099701,6988.0,2.6,8776.0,3,3514.0
5861,The Last Quarry (Quarry #7),Max Allan Collins,3.93,201,673,8/1/2006,eng,5395.5,4,4852.0,2.976986411769064,6123.0,2.8,5307.0,3,5300.0
5049,Phenomenology of Perception,Maurice Merleau-Ponty/Colin Smith,4.15,544,5078,5/3/2005,eng,5395.5,4,4205.0,3.1271680135567252,2766.0,2.8,4831.0,0,9780.0
4463,Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,4.08,48,539,3/27/2007,eng,5395.5,4,3730.0,3.0793829584424692,3713.0,2.8,4497.0,0,9642.0
705,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,384,585,10/31/2006,eng,5395.75,3,9097.0,2.7380611361977842,9873.0,3.2,305.0,3,2308.0
759,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,275,68,10/1/1998,en-GB,5395.75,3,9108.0,2.7448875726426776,9821.0,3.2,312.0,3,2342.0
6134,Experience,Martin Amis,3.9599999999999995,401,71,4/5/2001,eng,5397.75,4,5058.0,2.9974657211037443,5622.0,2.8,5435.0,3,5476.0
4760,Handmaid's Tale,Margaret Atwood,4.11,324,400,4/14/1994,eng,5401.75,4,3960.0,3.09986226777715,3281.0,2.8,4662.0,0,9704.0
5480,The Power of Art,Simon Schama,3.8800000000000003,448,15804,11/10/2006,en-US,5402.25,4,4553.0,2.9428542295445954,6886.0,2.8,5079.0,3,5091.0
5445,Self-Help,Lorrie Moore,4.2,176,78,1/10/1998,eng,5402.5,4,4525.0,3.1613001957811937,2146.0,2.8,5063.0,0,9876.0
534,Saint Augustine,Garry Wills,3.5499999999999994,176,259,8/30/2005,eng,5403.0,3,9068.0,2.7175818268631025,10029.0,3.2,298.0,3,2217.0
2327,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,3.82,103,1038,8/1/2006,eng,5403.5,4,1991.0,2.9018956108752327,7691.0,2.6,8664.0,3,3268.0
4681,A Single Man,Christopher Isherwood,4.1,192,17451,3/20/2001,eng,5404.0,4,3897.0,3.0930358313322563,3419.0,2.8,4615.0,0,9685.0
805,The Bostonians,Henry James/R.D. Gooder,3.59,504,85,7/23/1998,eng,5404.75,3,9112.0,2.7448875726426776,9822.0,3.2,314.0,3,2371.0
1853,The Presence,John Saul,3.76,432,2699,4/29/1998,eng,5405.25,4,1608.0,2.8609369922058705,8449.0,2.6,8557.0,3,3007.0
1670,Casino Royale,Ian Fleming,3.73,181,371,6/3/2004,eng,5406.25,4,1457.0,2.8404576828711896,8747.0,2.6,8511.0,3,2910.0
6058,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.9500000000000006,595,204,3/30/2003,spa,5406.5,4,4994.0,2.9906392846588514,5807.0,2.8,5392.0,3,5433.0
4603,The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,4.09,236,5007,9/26/2006,eng,5406.5,4,3844.0,3.0862093948873626,3544.0,2.8,4570.0,0,9668.0
4175,The Complete Shorter Fiction of Virginia Woolf,Virginia Woolf/Susan Dick,4.05,345,747,6/1/1989,eng,5407.5,4,3521.0,3.058903649107788,4154.0,2.8,4367.0,0,9588.0
6061,Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi,3.9500000000000006,563,7,5/2/2002,fre,5408.25,4,4996.0,2.9906392846588514,5808.0,2.8,5393.0,3,5436.0
2337,Slay Ride,Dick Francis,3.82,288,2215,4/6/2004,en-US,5408.5,4,2001.0,2.9018956108752327,7692.0,2.6,8666.0,3,3275.0
4302,Three Complete Xanth Novels (Xanth  #1-3),Piers Anthony,4.06,774,64,2/11/1995,en-GB,5409.0,4,3606.0,3.0657300855526812,4011.0,2.8,4410.0,0,9609.0
6062,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.9500000000000006,594,7,1/31/2003,spa,5409.25,4,4997.0,2.9906392846588514,5809.0,2.8,5394.0,3,5437.0
2430,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.83,227,3318,1/1/2005,en-US,5409.5,4,2082.0,2.9087220473201265,7538.0,2.6,8690.0,3,3328.0
4308,Xanth: The Quest for Magic (Xanth  #1-3),Piers Anthony,4.06,784,4867,10/29/2002,en-US,5410.5,4,3609.0,3.0657300855526812,4012.0,2.8,4411.0,0,9610.0
2431,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,194,5757,7/1/2005,eng,5410.5,4,2083.0,2.9087220473201265,7539.0,2.6,8691.0,3,3329.0
6513,The Moon in Hiding (The Green Lion Trilogy #2),Teresa Edgerton,4.0,208,162,9/1/1989,eng,5411.25,4,5351.0,3.0247714668833194,4957.0,2.8,5634.0,3,5703.0
5409,The World as Will and Representation  Vol. 1,Arthur Schopenhauer/Judith Norman/E.F.J. Payne/Alistair Welchman/Christropher Janaway,4.19,534,7475,6/1/1966,eng,5413.0,4,4494.0,3.1544737593363,2252.0,2.8,5041.0,0,9865.0
1637,What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.72,230,127,8/31/1995,eng,5413.25,4,1426.0,2.8336312464262963,8833.0,2.6,8502.0,3,2892.0
6258,The Children of Húrin,J.R.R. Tolkien/Christopher Tolkien/Alan  Lee,3.97,313,2681,4/17/2007,eng,5413.25,4,5140.0,3.0042921575486385,5465.0,2.8,5485.0,3,5563.0
88,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,3.48,514,64,1/1/2007,eng,5413.25,3,8989.0,2.6697967717488473,10331.0,3.2,270.0,3,2063.0
5503,Master of the Night (Mageverse #1),Angela Knight,3.8800000000000003,296,4637,10/5/2004,eng,5413.75,4,4574.0,2.9428542295445954,6887.0,2.8,5091.0,3,5103.0
5157,The Secret Garden: Talking Beetles and Signaling Trees: The Hidden Ways Gardens Communicate,David Bodanis,4.16,187,5,11/1/1993,eng,5413.75,4,4294.0,3.1339944500016186,2650.0,2.8,4900.0,0,9811.0
6335,Of Love and Other Demons,Gabriel García Márquez,3.98,160,35045,5/2/1995,eng,5414.0,4,5201.0,3.011118593993532,5329.0,2.8,5531.0,3,5595.0
5479,Power vs. Force,David R. Hawkins,4.2,341,7167,3/5/2002,en-US,5414.75,4,4552.0,3.1613001957811937,2147.0,2.8,5078.0,0,9882.0
2784,Folly and Glory (The Berrybender Narratives  #4),Larry McMurtry,3.8699999999999997,358,1341,8/8/2005,en-US,5415.75,4,2351.0,2.936027793099701,6989.0,2.6,8784.0,3,3539.0
4206,Art Objects: Essays on Ecstasy and Effrontery,Jeanette Winterson,4.05,192,1760,2/4/1997,eng,5417.0,4,3540.0,3.058903649107788,4155.0,2.8,4379.0,0,9594.0
5337,Christmas in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.18,32,830,10/29/1981,en-US,5417.25,4,4438.0,3.1476473228914057,2375.0,2.8,5007.0,0,9849.0
6267,The Lost Road and Other Writings (The History of Middle-earth  #5),J.R.R. Tolkien/Christopher Tolkien,3.97,455,97,6/5/2002,eng,5418.0,4,5148.0,3.0042921575486385,5466.0,2.8,5491.0,3,5567.0
4103,Encyclopedia Brown and the Case of the Sleeping Dog (Encyclopedia Brown  #21),Donald J. Sobol/Warren Chang,4.04,80,512,9/7/1999,en-US,5418.0,4,3464.0,3.052077212662894,4310.0,2.8,4325.0,0,9573.0
2113,sex.lies.murder.fame.,Lolita Files,3.7900000000000005,368,205,1/10/2006,eng,5419.75,4,1814.0,2.8814163015405523,8083.0,2.6,8624.0,3,3158.0
2792,The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),David A. Ufer/Kirsten Carlson,3.8699999999999997,32,37,6/1/2006,eng,5419.75,4,2356.0,2.936027793099701,6990.0,2.6,8788.0,3,3545.0
1819,Ivanhoe,Walter Scott/Graham Tulloch,3.75,541,73757,3/30/2000,eng,5420.0,4,1582.0,2.854110555760977,8569.0,2.6,8546.0,3,2983.0
4329,In the Shadow of the Warlock Lord (The Sword of Shannara  #1),Terry Brooks,4.06,240,6139,8/5/2009,eng,5420.25,4,3626.0,3.0657300855526812,4013.0,2.8,4426.0,0,9616.0
753,Teaching English Abroad,Susan  Griffith,3.57,576,38,1/1/2007,eng,5420.5,3,9106.0,2.7312346997528905,9928.0,3.2,311.0,3,2337.0
5343,The Tale of Peter Rabbit,Beatrix Potter,4.18,72,188842,3/7/2002,eng,5421.0,4,4444.0,3.1476473228914057,2376.0,2.8,5013.0,0,9851.0
4971,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,4.13,688,20232,9/2/2005,eng,5421.25,4,4133.0,3.1135151406669372,3010.0,2.8,4785.0,0,9757.0
6534,Myths of the Norsemen: Retold from the Old Norse Poems and Tales,Roger Lancelyn Green/Alan Langford,4.0,262,425,11/1/1994,eng,5421.5,4,5368.0,3.0247714668833194,4958.0,2.8,5644.0,3,5716.0
5344,The Tale of Peter Rabbit: A Pop-up Adventure,Beatrix Potter,4.18,16,19,2/2/2006,en-US,5422.0,4,4445.0,3.1476473228914057,2377.0,2.8,5014.0,0,9852.0
5180,Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,Merlin Donald,4.16,424,94,3/15/1993,eng,5422.5,4,4311.0,3.1339944500016186,2651.0,2.8,4912.0,0,9816.0
5345,Tale of Peter Rabbit,Beatrix Potter,4.18,80,17,10/21/2004,eng,5423.0,4,4446.0,3.1476473228914057,2378.0,2.8,5015.0,0,9853.0
5346,The Tale of Peter Rabbit,Beatrix Potter,4.18,80,36,12/28/2006,eng,5424.0,4,4447.0,3.1476473228914057,2379.0,2.8,5016.0,0,9854.0
5502,Master of Swords (Mageverse #4),Angela Knight,4.2,294,2801,10/3/2006,eng,5424.75,4,4573.0,3.1613001957811937,2148.0,2.8,5090.0,0,9888.0
1976,The Android (Animorphs  #10),K.A. Applegate/Katherine Applegate,3.77,170,3856,9/1/1997,eng,5424.75,4,1703.0,2.8677634286507643,8325.0,2.6,8586.0,3,3085.0
4121,Your First Year in Network Marketing: Overcome Your Fears  Experience Success  and Achieve Your Dreams!,Mark Yarnell/Rene Reid Yarnell/Richard  Poe,4.04,304,843,1/7/1998,eng,5425.25,4,3480.0,3.052077212662894,4311.0,2.8,4334.0,0,9576.0
6358,Last Words: The Final Journals,William S. Burroughs/James Grauerholz,3.98,273,490,1/3/2001,eng,5425.5,4,5221.0,3.011118593993532,5330.0,2.8,5543.0,3,5608.0
4340,Varney's Pocket Midwife,Jan M. Kriebs/Carolyn L. Gegor,4.06,616,4,1/1/2005,eng,5425.75,4,3637.0,3.0657300855526812,4014.0,2.8,4432.0,0,9620.0
5530,Maelstrom,Anne McCaffrey/Elizabeth Ann Scarborough,3.8800000000000003,237,1088,1/31/2007,eng,5427.25,4,4593.0,2.9428542295445954,6888.0,2.8,5107.0,3,5121.0
5684,For All Time (Time Travelers  #4),Caroline B. Cooney,3.9,261,1618,7/8/2003,eng,5428.0,4,4715.0,2.9565071024343825,6587.0,2.8,5205.0,3,5205.0
4348,Cyrano de Bergerac,Edmond Rostand/Eteel Lawson/Lowell Bair,4.06,240,62116,8/5/2003,eng,5428.5,4,3642.0,3.0657300855526812,4015.0,2.8,4435.0,0,9622.0
4235,She Got Up Off the Couch: And Other Heroic Acts from Mooreland  Indiana,Haven Kimmel,4.05,313,8769,2/1/2007,en-US,5429.25,4,3566.0,3.058903649107788,4156.0,2.8,4394.0,0,9601.0
4349,Cyrano de Bergerac,Edmond Rostand/Anthony Burgess,4.06,192,59,9/1/2003,eng,5429.5,4,3643.0,3.0657300855526812,4016.0,2.8,4436.0,0,9623.0
6457,Poppy's Return,Avi/Brian Floca,3.99,256,1110,8/22/2006,eng,5430.0,4,5304.0,3.017945030438426,5149.0,2.8,5600.0,3,5667.0
5211,The Common Reader,Virginia Woolf/Andrew McNeillie,4.16,272,1136,11/4/2002,eng,5431.25,4,4330.0,3.1339944500016186,2652.0,2.8,4923.0,0,9820.0
863,Falling Angels,Tracy Chevalier,3.58,336,20321,9/24/2002,eng,5431.5,3,9123.0,2.7380611361977842,9874.0,3.2,322.0,3,2407.0
4143,Last Man Standing,David Baldacci,4.04,640,41611,9/1/2002,eng,5432.75,4,3496.0,3.052077212662894,4312.0,2.8,4345.0,0,9578.0
865,Wenn Engel fallen,Tracy Chevalier,3.58,384,6,2/1/2002,ger,5433.0,3,9125.0,2.7380611361977842,9875.0,3.2,323.0,3,2409.0
4144,Last Man Standing,David Baldacci,4.04,548,60,6/3/2002,eng,5433.75,4,3497.0,3.052077212662894,4313.0,2.8,4346.0,0,9579.0
1850,Midnight Voices,John Saul/Joe Blades,3.75,384,2756,3/4/2003,eng,5433.75,4,1605.0,2.854110555760977,8570.0,2.6,8556.0,3,3004.0
2143,The Metamorphosis,Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.7900000000000005,78,181,8/5/2003,eng,5433.75,4,1834.0,2.8814163015405523,8084.0,2.6,8634.0,3,3183.0
2144,The Metamorphosis (Graphic Novel Adaptation),Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.7900000000000005,80,3192,7/20/2004,eng,5434.75,4,1835.0,2.8814163015405523,8085.0,2.6,8635.0,3,3184.0
4145,Last Man Standing,David Baldacci,4.04,556,110,11/1/2003,en-GB,5434.75,4,3498.0,3.052077212662894,4314.0,2.8,4347.0,0,9580.0
6038,From Socrates to Sartre: The Philosophic Quest,T.Z. Lavine,3.94,426,932,1/1/1985,eng,5436.25,4,4982.0,2.983812848213957,5959.0,2.8,5388.0,3,5416.0
944,The Sixteen Pleasures,Robert Hellenga,3.59,384,2699,5/1/1995,eng,5436.25,3,9142.0,2.7448875726426776,9823.0,3.2,329.0,3,2451.0
5001,Cocktail Time,P.G. Wodehouse,4.13,304,648,10/21/2004,eng,5436.5,4,4161.0,3.1135151406669372,3011.0,2.8,4807.0,0,9767.0
4562,The Luck of the Bodkins,P.G. Wodehouse,4.08,358,1290,10/23/2002,eng,5437.0,4,3812.0,3.0793829584424692,3714.0,2.8,4556.0,0,9666.0
4853,The Circus of Adventure,Enid Blyton,4.11,192,12,8/22/1975,eng,5438.0,4,4034.0,3.09986226777715,3282.0,2.8,4714.0,0,9722.0
5629,Sea of Fire (Tom Clancy's Op-Center  #10),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.89,400,1267,6/24/2003,eng,5439.25,4,4672.0,2.9496806659894887,6740.0,2.8,5168.0,3,5177.0
4473,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,4.07,812,5110,9/20/2001,eng,5439.25,4,3740.0,3.0725565219975755,3868.0,2.8,4505.0,0,9644.0
5009,The Subtle Knife (His Dark Materials  #2),Philip Pullman,4.13,288,4750,9/9/2003,en-US,5440.75,4,4169.0,3.1135151406669372,3012.0,2.8,4813.0,0,9769.0
2254,The Wind Thief,Judi Barrett/Diane Dawson Hearn,3.7999999999999994,32,4,1/1/1977,eng,5441.0,4,1927.0,2.888242737985445,7948.0,2.6,8651.0,3,3238.0
2680,Making Globalization Work,Joseph E. Stiglitz,3.85,384,1718,9/17/2006,eng,5442.0,4,2270.0,2.922374920209914,7265.0,2.6,8762.0,3,3471.0
5562,The Dark City (Eliot Ness  #1),Max Allan Collins,3.8800000000000003,233,49,8/1/2005,eng,5442.5,4,4614.0,2.9428542295445954,6889.0,2.8,5123.0,3,5144.0
2420,One Hand Clapping,Anthony Burgess,3.82,224,1008,7/15/1999,eng,5442.75,4,2073.0,2.9018956108752327,7693.0,2.6,8685.0,3,3320.0
6331,The Sisters: The Saga of the Mitford Family,Mary S. Lovell,3.97,611,8132,5/20/2003,eng,5446.25,4,5197.0,3.0042921575486385,5467.0,2.8,5529.0,3,5592.0
6246,The Journal of Scott Pendleton Collins: A World War 2 Soldier,Walter Dean Myers,3.9599999999999995,140,1132,6/1/1999,eng,5447.5,4,5131.0,2.9974657211037443,5623.0,2.8,5480.0,3,5556.0
6142,The Responsibility of Forms: Critical Essays on Music  Art  and Representation,Roland Barthes/Richard Howard,3.9500000000000006,320,93,2/7/1991,eng,5448.25,4,5062.0,2.9906392846588514,5810.0,2.8,5438.0,3,5483.0
5498,Basin and Range,John McPhee,4.19,240,2781,4/1/1982,eng,5448.75,4,4569.0,3.1544737593363,2253.0,2.8,5087.0,0,9886.0
878,Three Stories and a Reflection,Patrick Süskind,3.57,128,24,11/13/1997,eng,5449.0,3,9128.0,2.7312346997528905,9929.0,3.2,325.0,3,2414.0
4504,Hear the Wind Blow,Mary Downing Hahn,4.07,224,266,5/19/2003,eng,5449.5,4,3759.0,3.0725565219975755,3869.0,2.8,4519.0,0,9651.0
6337,Chronicle of a Death Foretold,Gabriel García Márquez/Gregory Rabassa,3.97,120,69912,10/7/2003,eng,5450.0,4,5203.0,3.0042921575486385,5468.0,2.8,5532.0,3,5597.0
1970,Paris to the Moon,Adam Gopnik,3.76,368,12356,9/11/2001,eng,5453.0,4,1698.0,2.8609369922058705,8450.0,2.6,8584.0,3,3080.0
6499,The Final Unfinished Voyage of Jack Aubrey (Aubrey & Maturin #21),Patrick O'Brian/Richard Snow,3.99,144,2194,10/17/2004,eng,5453.5,4,5341.0,3.017945030438426,5150.0,2.8,5627.0,3,5696.0
526,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.5,854,0,7/29/2005,eng,5454.0,3,9067.0,2.6834496446386344,10239.0,3.2,297.0,3,2213.0
4408,Unnatural Exposure (Kay Scarpetta  #8),Patricia Cornwell,4.06,367,725,7/1/1998,eng,5454.5,4,3694.0,3.0657300855526812,4017.0,2.8,4474.0,0,9633.0
2710,Gertrud,Hermann Hesse,3.85,180,134,1/1/1983,ger,5454.5,4,2288.0,2.922374920209914,7266.0,2.6,8768.0,3,3496.0
2445,The War of the Worlds,H.G. Wells/Arthur C. Clarke,3.82,192,196425,3/12/2002,eng,5454.75,4,2089.0,2.9018956108752327,7694.0,2.6,8695.0,3,3341.0
896,Huck Finn and Tom Sawyer Among the Indians,Mark Twain/Lee Nelson,3.57,277,242,4/22/2003,eng,5455.0,3,9136.0,2.7312346997528905,9930.0,3.2,326.0,3,2428.0
4616,Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,4.08,357,329,11/1/2001,en-US,5455.0,4,3855.0,3.0793829584424692,3715.0,2.8,4580.0,0,9670.0
1905,American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,3.75,480,34,11/1/2006,eng,5455.5,4,1647.0,2.854110555760977,8571.0,2.6,8568.0,3,3036.0
2053,The Basic Bakunin,Mikhail Bakunin/Robert M. Cutler,3.77,248,100,5/1/1992,eng,5455.75,4,1771.0,2.8677634286507643,8326.0,2.6,8605.0,3,3121.0
4102,Encyclopedia Brown and the Case of the Treasure Hunt (Encyclopedia Brown  #17),Donald J. Sobol/Gail Owens,4.03,96,637,1/1/1989,eng,5457.25,4,3463.0,3.0452507762180008,4470.0,2.8,4324.0,0,9572.0
2875,Losers: The Road to Everyplace But the White House,Michael   Lewis,3.8699999999999997,320,235,7/28/1998,en-US,5458.25,4,2425.0,2.936027793099701,6991.0,2.6,8814.0,3,3603.0
5122,A Room of One's Own,Virginia Woolf,4.14,112,80536,1/1/2000,eng,5459.0,4,4264.0,3.120341577111831,2890.0,2.8,4880.0,0,9802.0
5919,Survivor,Chuck Palahniuk,3.92,289,49307,8/3/2000,eng,5459.0,4,4893.0,2.9701599753241696,6270.0,2.8,5334.0,3,5339.0
2459,Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,3.82,372,4748,7/30/2002,eng,5460.25,4,2101.0,2.9018956108752327,7695.0,2.6,8698.0,3,3347.0
6427,The Runaway Jury,John Grisham,3.98,358,249884,4/25/2006,eng,5460.5,4,5280.0,3.011118593993532,5331.0,2.8,5582.0,3,5649.0
4747,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,4.09,368,3709,4/1/2001,eng,5461.5,4,3948.0,3.0862093948873626,3545.0,2.8,4653.0,0,9700.0
6774,When I Was Puerto Rican,Esmeralda Santiago,4.02,274,8632,10/11/1994,eng,5462.5,4,5550.0,3.0384243397731066,4666.0,2.8,5762.0,3,5872.0
5929,Survivant,Chuck Palahniuk/Freddy Michalski,3.92,365,14,2/4/2001,fre,5462.5,4,4895.0,2.9701599753241696,6271.0,2.8,5335.0,3,5349.0
5449,Without Remorse (John Clark  #1; Jack Ryan Universe Publication Order #6),Tom Clancy,4.18,750,53936,8/1/1994,eng,5463.0,4,4529.0,3.1476473228914057,2380.0,2.8,5066.0,0,9877.0
2644,Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,3.84,272,797,9/4/2002,eng,5463.25,4,2243.0,2.9155484837650203,7411.0,2.6,8749.0,3,3450.0
1928,Baby's Alphabet,Jean Marzollo/Nancy Sheehan,3.75,32,4,8/1/2002,eng,5464.25,4,1659.0,2.854110555760977,8572.0,2.6,8575.0,3,3051.0
2227,Red Prophet (Tales of Alvin Maker  #2),Orson Scott Card,3.7900000000000005,311,18228,7/15/1992,en-US,5464.5,4,1903.0,2.8814163015405523,8086.0,2.6,8646.0,3,3223.0
1821,Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,Elizabeth L. Fuller,3.73,244,30,5/1/1992,eng,5466.0,4,1584.0,2.8404576828711896,8748.0,2.6,8547.0,3,2985.0
5609,Lilly's Big Day,Kevin Henkes,4.2,40,3177,3/28/2006,en-US,5466.25,4,4654.0,3.1613001957811937,2149.0,2.8,5156.0,0,9906.0
5074,"Fire: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1934-1937",Anaïs Nin,4.13,448,585,7/22/1996,eng,5469.75,4,4227.0,3.1135151406669372,3013.0,2.8,4850.0,0,9789.0
2090,Candide: or  Optimism,Voltaire/Chris Ware/Theo Cuffe/Michael  Wood,3.77,155,1929,10/25/2005,eng,5470.25,4,1797.0,2.8677634286507643,8327.0,2.6,8614.0,3,3143.0
6792,Psychoanalysis and Religion,Erich Fromm/محمود منقذ الهاشمي,4.02,126,865,9/10/1959,en-US,5470.75,4,5565.0,3.0384243397731066,4667.0,2.8,5772.0,3,5879.0
2014,How to Make Love Like a Porn Star: A Cautionary Tale,Jenna Jameson/Neil Strauss,3.76,592,10537,8/17/2004,eng,5471.5,4,1740.0,2.8609369922058705,8451.0,2.6,8595.0,3,3100.0
5077,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),Anaïs Nin/Gunther Stuhlmann,4.13,448,196,5/15/1995,eng,5471.75,4,4230.0,3.1135151406669372,3014.0,2.8,4853.0,0,9790.0
5477,Power: Die 48 Gesetze Der Macht,Robert Greene/Birgit Brandau/Hartmut Schickert,4.18,536,39,10/1/2001,ger,5472.5,4,4551.0,3.1476473228914057,2381.0,2.8,5077.0,0,9881.0
5078,The Diary of Anaïs Nin  Vol. 6: 1955-1966,Anaïs Nin/Gunther Stuhlmann,4.13,432,319,11/3/1977,eng,5472.75,4,4231.0,3.1135151406669372,3015.0,2.8,4854.0,0,9791.0
6645,Fear and Trembling,Søren Kierkegaard/Alastair Hannay,4.0,160,14185,5/30/2006,eng,5473.0,4,5448.0,3.0247714668833194,4959.0,2.8,5700.0,3,5785.0
2018,O Is for Old Dominion: A Virginia Alphabet,Pamela Duncan Edwards/Troy Howell,3.76,40,20,9/30/2005,eng,5473.5,4,1744.0,2.8609369922058705,8452.0,2.6,8596.0,3,3102.0
4671,Stardust,Neil Gaiman,4.08,248,283274,8/29/2006,eng,5473.75,4,3890.0,3.0793829584424692,3716.0,2.8,4608.0,0,9681.0
5481,Goodbye  Darkness: A Memoir of the Pacific War,William Manchester,4.18,401,4936,4/12/2002,eng,5474.75,4,4554.0,3.1476473228914057,2382.0,2.8,5080.0,0,9883.0
2676,Blind Willow  Sleeping Woman: 24 Stories,Haruki Murakami/Ellen Archer/Patrick Lawlor,3.84,0,28,10/15/2006,eng,5476.0,4,2267.0,2.9155484837650203,7412.0,2.6,8758.0,3,3467.0
2677,Blind Willow  Sleeping Woman,Haruki Murakami/Philip Gabriel/Jay Rubin,3.84,333,22847,8/29/2006,eng,5477.0,4,2268.0,2.9155484837650203,7413.0,2.6,8759.0,3,3468.0
2602,Sputnik Sweetheart,Haruki Murakami/Philip Gabriel,3.83,229,78434,10/3/2002,eng,5477.5,4,2209.0,2.9087220473201265,7540.0,2.6,8735.0,3,3426.0
1907,Romeo & Juliet,William Shakespeare/Alan Durband,3.74,288,179,1/1/1993,eng,5477.75,4,1649.0,2.8472841193160834,8656.0,2.6,8569.0,3,3037.0
